Age,Gender,Weight (kg),protein_per_kg
22.85,Female,86.85,0.9348301669545194
21.15,Male,89.27,1.3376274224263471
51.77,Female,86.0,0.9988372093023256
45.59,Male,108.62,0.9512060394034246
52.8,Female,94.04,0.6932156529136537
20.72,Female,100.38,0.6729428172942817
28.6,Female,87.41,0.7594096785264843
31.96,Female,84.31,0.8784248606333769
26.16,Female,110.74,0.653512732526639
31.98,Female,84.22,0.8791260983139397
28.28,Male,85.11,0.7775819527670075
46.31,Male,109.01,0.955508668929456
23.07,Male,116.79,1.0024830893055912
50.94,Male,109.44,0.6567068713450293
28.67,Male,86.07,0.9065876612059952
29.87,Female,121.88,0.786101083032491
54.01,Female,83.77,2.1982810075205923
29.49,Female,87.73,1.7527641627721418
46.98,Male,89.79,1.3728700300701635
56.9,Female,80.95,1.1237801111797403
28.88,Female,85.93,0.8992202955894332
42.82,Male,113.21,1.0152813355710626
23.13,Female,106.75,0.5808899297423887
54.95,Male,129.82,0.77168386997381
59.04,Male,85.96,0.9960446719404376
35.73,Male,90.2,1.0617516629711752
40.01,Female,93.4,1.0921841541755888
36.25,Male,100.15,0.7807289066400399
48.17,Male,87.27,1.5894350865131204
46.89,Female,127.97,0.7622098929436587
41.25,Male,94.19,1.5121562798598578
55.03,Male,117.69,0.7118701673889031
55.58,Male,90.55,1.2062948647156269
49.83,Male,96.19,1.2489863811206987
36.39,Male,122.12,0.6750736980019653
41.97,Female,98.2,0.9447046843177188
45.2,Male,89.95,1.2575875486381325
42.03,Male,97.87,0.943292122202922
23.44,Male,121.36,0.9174357284113382
55.76,Male,129.43,0.9098354322799967
24.89,Female,81.57,0.9610150790731888
48.05,Female,94.73,1.200147788451388
34.31,Male,87.95,1.11847640704946
53.87,Male,117.82,0.8540994737735529
46.93,Female,88.81,1.414142551514469
22.95,Male,82.83,1.0621755402631898
30.69,Male,86.7,1.3439446366782006
36.52,Female,109.51,0.7724408729796366
43.28,Female,81.05,1.5680444170265269
21.27,Female,111.51,0.747825307147341
48.78,Male,81.64,1.3167564919157275
36.07,Female,99.48,0.7935263369521511
47.9,Male,81.15,0.8920517560073936
43.52,Female,110.4,1.0209239130434782
45.05,Female,118.19,0.8108130975547847
36.27,Female,111.48,0.7122353785432365
56.11,Female,84.77,1.2484369470331484
32.85,Female,113.45,0.8477743499338917
19.78,Female,82.77,1.119971003986952
19.61,Female,111.08,0.7896110911055095
43.01,Female,95.54,1.0544274649361522
37.81,Female,88.81,1.9297376421574144
34.17,Female,111.99,1.003750334851326
18.31,Female,82.98,0.9509520366353336
21.32,Male,80.91,0.7978000247188234
54.23,Male,116.69,1.0495329505527466
49.15,Male,105.73,0.95668211482077
27.16,Male,80.89,0.9768821856842624
43.64,Female,86.05,1.4233585124927368
22.36,Male,86.11,1.171060271745442
28.46,Male,113.97,0.8057383521979469
53.89,Male,115.43,1.0771896387420947
24.81,Female,82.36,1.187591063623118
38.24,Male,83.68,1.1755497131931163
28.22,Male,83.88,0.7924415832141154
37.95,Male,123.18,0.753856145478162
53.31,Male,84.1,1.1932223543400713
38.49,Female,86.82,0.9770790140520618
33.0,Female,81.56,0.9651790093182931
46.95,Male,87.21,1.0621488361426443
39.86,Male,87.69,0.6989394457748889
21.11,Female,101.43,0.7179335502316868
21.02,Female,88.76,1.340694006309148
43.43,Female,86.64,1.411472760849492
24.79,Female,96.07,1.01592588737379
23.89,Male,88.21,1.3593696859766466
43.14,Male,96.15,0.8554342173686947
31.73,Female,107.82,1.4684659617881657
47.25,Male,87.51,1.057936235858759
22.14,Male,106.95,0.7698924731182796
29.55,Male,122.02,0.7906900508113425
37.79,Male,92.0,0.9744565217391304
29.11,Female,87.02,0.7775224086416915
30.11,Female,114.01,0.8136128409788616
53.56,Male,104.95,0.6567889471176751
20.45,Male,96.71,0.7983662496122428
35.98,Male,84.64,1.1570179584120983
40.08,Male,87.2,0.7065366972477064
57.92,Male,90.14,1.3857333037497226
55.15,Male,130.46,0.7727272727272727
32.05,Female,85.15,0.9305930710510862
26.91,Male,89.13,0.8950970492538989
29.07,Female,82.49,1.66044369014426
34.09,Female,102.26,0.9163895951496184
21.74,Female,95.93,1.137704576253518
47.9,Female,95.39,1.1918440088059543
54.19,Female,115.64,1.0670183327568314
31.88,Male,84.97,0.9350358950217724
18.96,Female,99.38,1.0122761118937411
21.81,Male,96.58,1.1305653344377715
48.9,Female,81.87,0.9059484548674728
19.82,Male,124.2,0.9017713365539451
28.1,Male,82.03,1.1879800073143971
19.14,Female,110.5,0.5541176470588235
23.12,Male,80.65,1.0804711717296962
44.13,Male,86.73,1.4103539720973133
56.83,Female,96.04,0.8574552269887545
32.44,Female,84.29,0.8774469094791789
49.67,Female,87.77,1.7387490030762225
48.81,Female,82.4,0.945266990291262
44.8,Male,85.51,1.1974038124196
43.46,Male,109.1,0.9566452795600368
57.0,Male,85.62,0.9377481896753096
46.99,Female,88.64,1.4206904332129964
34.96,Female,97.72,1.0818665575112567
59.06,Male,85.78,0.9953369083702496
22.71,Female,83.95,0.8385944014294223
49.93,Male,86.56,1.181492606284658
58.99,Female,126.1,0.7570975416336241
44.7,Female,85.08,1.1949929478138224
55.36,Female,118.63,0.6983899519514456
32.32,Male,83.77,0.88134176912976
21.89,Male,100.82,0.9323546915294584
28.13,Male,102.09,0.8441571162699579
52.7,Male,125.27,0.5639817993134829
42.77,Female,113.06,1.0212276667256324
53.94,Female,85.86,1.390635918937806
27.9,Male,128.47,0.5360006227134739
50.17,Female,86.3,1.190614136732329
29.97,Female,91.38,1.2291529875246223
42.72,Male,82.9,1.3529553679131483
52.02,Male,81.59,1.0709645789925235
36.56,Female,103.37,1.1091225694108542
38.96,Female,85.82,1.171288743882545
49.1,Male,84.75,1.0949852507374631
46.67,Male,127.31,0.5910768989081768
49.42,Male,89.4,0.9231543624161074
18.76,Female,95.99,1.238462339827065
51.09,Female,88.16,1.2712114337568057
51.9,Male,80.13,0.9001622363659054
22.53,Male,86.66,0.9366489729979228
37.91,Female,92.05,0.9739272134709398
41.22,Female,82.03,1.5338290869194195
57.04,Female,83.57,0.9414861792509276
58.92,Male,96.57,1.1409340374857615
46.08,Male,108.11,0.9545832947923412
36.15,Male,109.83,0.7854866612036784
20.05,Female,120.28,1.095942800133023
32.01,Male,126.25,0.973069306930693
54.12,Female,83.83,2.196230466420136
42.74,Male,80.79,1.5751949498700333
27.87,Female,122.2,1.04721767594108
22.14,Female,101.79,0.9039198349543176
59.09,Female,89.67,1.0936768149882905
47.96,Female,84.45,1.0984014209591475
56.03,Male,109.26,0.9705290133626212
19.78,Male,82.66,1.121824340672635
21.93,Female,106.52,0.7734697709350357
50.9,Male,115.7,0.9646499567847884
42.75,Female,95.51,0.8614804732488744
35.89,Male,123.87,0.9817550657947848
28.15,Male,113.98,0.7966309878926127
22.92,Female,114.94,0.940142683139029
46.87,Female,97.82,0.972909425475363
32.19,Male,126.32,0.9763299556681444
58.74,Male,97.05,1.1284904688304995
56.91,Male,126.32,0.943556048131729
28.03,Male,108.0,0.8197222222222222
33.66,Female,92.02,0.7200608563355793
46.39,Female,98.41,0.958744030078244
47.85,Female,129.09,0.835928422031141
42.9,Male,81.57,1.5600098075272772
43.99,Female,97.73,0.9636754323135168
21.82,Male,93.16,1.0982181193645342
43.5,Female,83.66,1.3368395888118576
49.35,Male,84.64,1.0977079395085063
57.09,Female,126.83,0.9409445714736262
30.01,Male,107.92,1.1016493699036325
30.03,Male,120.19,0.7534736666944005
42.87,Male,127.98,1.284419440537584
22.0,Male,98.51,1.0552228200182725
25.14,Male,94.96,1.0343302443133953
49.29,Female,84.76,1.0936762623879188
35.68,Female,109.34,0.7825132613865008
31.94,Male,89.44,1.5091681574239713
22.7,Male,121.87,0.9144170017231475
29.02,Male,80.35,1.1988799004355943
19.92,Female,82.12,0.9911105698977106
49.06,Female,105.75,0.9549881796690308
18.08,Male,126.04,0.9339892097746748
20.58,Male,92.6,1.103671706263499
32.9,Female,117.03,0.8021874732974451
31.78,Female,84.77,0.9267429515158664
26.03,Female,86.54,1.169632539865958
53.96,Female,86.64,1.3549168975069252
59.09,Male,89.82,1.0947450456468493
52.2,Male,85.62,1.1925951880401775
33.02,Female,106.48,0.6921487603305785
24.94,Female,111.74,0.7656166099874709
25.69,Female,127.27,0.9317199654278306
56.96,Male,96.69,1.3654979832454237
45.94,Female,88.55,1.078599661208357
28.0,Male,102.1,0.8440744368266406
51.1,Male,109.3,0.652516010978957
53.89,Male,86.1,1.24808362369338
21.96,Female,88.36,1.8002489814395652
47.11,Male,86.89,1.064219127632639
58.85,Male,123.69,0.9485002829654782
50.77,Female,102.99,1.213807165744247
59.43,Female,96.56,1.142709196354598
31.66,Female,96.59,1.139973082099596
48.22,Male,86.75,1.6010374639769451
48.25,Male,115.34,0.9744234437315762
43.09,Female,82.77,1.3469856228101968
29.31,Female,88.52,1.736556710347944
18.0,Male,87.26,0.9393765757506304
57.89,Male,82.51,1.227245182402133
46.71,Male,85.38,1.1523776059967206
39.68,Male,81.8,1.17799511002445
35.65,Female,84.03,1.1657741282875165
55.22,Male,84.5,1.2037869822485208
49.22,Male,82.31,1.3051877050176164
19.46,Female,89.71,1.121948500724557
52.88,Male,105.31,0.6488462634127813
47.92,Male,87.28,1.5885655362053164
50.12,Female,89.67,1.3464926954388312
34.99,Male,85.2,0.7687793427230046
44.1,Female,86.75,1.4095677233429396
20.98,Female,86.12,0.9239433348815604
47.01,Female,85.61,1.8901997430206752
25.25,Female,104.43,0.757828210284401
22.32,Male,85.97,1.1672676515063394
46.66,Female,84.31,1.1518206618431976
34.62,Male,127.05,0.9331759149940968
31.71,Female,89.25,1.509467787114846
46.63,Female,86.87,1.0645792563600782
58.95,Male,89.92,1.0976423487544484
47.02,Male,80.06,1.2671746190357231
40.66,Male,82.14,1.2907231555880203
45.7,Female,109.25,0.9480091533180778
24.84,Male,104.81,0.7644308749165156
26.8,Female,89.41,0.9231629571636284
40.96,Male,82.21,1.5393504439849168
45.96,Male,88.75,1.0676056338028168
21.12,Male,109.83,0.7520713830465264
40.54,Female,94.55,1.5011105235325226
31.4,Male,86.72,1.296010147601476
56.13,Female,129.25,0.5377949709864603
22.33,Female,86.59,1.1570620163991223
29.7,Male,108.12,1.0974842767295596
19.92,Female,110.79,0.7913169058579294
36.18,Female,121.93,0.6776019027310752
32.86,Male,102.9,1.119922254616132
29.41,Male,125.82,0.6045143856302655
27.18,Female,107.65,0.917882025081282
35.08,Male,126.59,0.9428864839244806
36.2,Female,123.84,0.9820736434108528
36.98,Male,124.07,0.7129040058031757
20.73,Female,101.29,0.6811136341198538
18.32,Male,82.07,1.3055927866455466
47.95,Female,80.93,0.9089336463610528
56.12,Male,88.42,0.8803438136168288
21.27,Female,125.55,1.3920350457984867
30.87,Male,87.08,1.342558566835094
36.04,Male,83.41,1.180194221316389
27.9,Male,121.45,1.0499794153972828
53.31,Female,94.77,0.6848158700010553
18.06,Female,118.29,0.6916899146166201
47.76,Female,80.79,0.8978834014110657
55.87,Male,91.0,1.1943956043956043
52.05,Female,104.74,1.1052129081535231
18.0,Male,114.33,0.8222688708125602
53.57,Female,85.92,1.23975791433892
38.63,Male,102.08,1.1043299373040754
20.8,Male,88.24,1.354374433363554
26.11,Female,112.09,0.6400214113658667
35.7,Male,87.43,0.9953105341415988
27.25,Male,88.97,0.8968191525233226
57.28,Male,82.53,1.2750514964255422
57.2,Male,96.18,0.8585984612185484
48.37,Female,94.48,1.2008890770533445
35.86,Male,88.11,0.9822948586993532
44.94,Female,81.28,1.5076279527559056
28.03,Female,108.85,0.8075333027101517
29.85,Male,107.85,1.106907742234585
29.19,Female,86.41,0.8981599351926861
23.1,Female,121.28,0.924802110817942
36.1,Female,84.4,1.155568720379147
47.18,Male,127.53,0.5930369324864737
22.8,Male,81.6,0.9464460784313726
18.0,Female,82.4,1.3053398058252426
56.43,Male,108.05,1.1076353540027766
26.95,Male,88.86,1.3305199189736665
22.27,Male,96.53,1.1224489795918366
27.98,Female,107.06,0.8253315897627498
19.21,Female,86.47,1.453336417254539
46.57,Male,103.92,0.636451116243264
36.03,Female,84.75,1.1646017699115043
35.69,Male,95.52,1.3089405360134003
37.53,Female,123.2,0.7532467532467532
23.15,Female,83.22,1.0596010574381158
51.15,Male,109.22,0.6537264237319172
41.08,Female,82.65,1.119298245614035
26.08,Female,125.65,0.5237564663748507
27.86,Female,121.86,1.049893320203512
34.54,Female,101.9,1.0007850834151129
54.59,Female,118.88,0.7019683714670256
48.06,Female,94.82,1.2064965197215778
27.93,Female,114.0,0.8026315789473685
52.25,Female,116.23,0.8027187473113654
30.24,Male,113.36,0.8162491178546225
51.98,Male,105.48,1.0174440652256351
37.67,Male,92.44,0.9789052358286456
35.74,Female,110.45,1.1184246265278406
32.13,Male,87.61,0.9941787467184112
32.15,Female,96.6,1.1453416149068325
34.34,Male,110.84,0.8498736918080115
35.39,Female,86.21,0.7674283725785872
27.06,Female,89.46,0.8859825620389001
27.83,Female,122.65,1.0493273542600896
58.91,Female,123.83,0.9580877008802392
47.78,Male,83.87,1.1034935018480982
49.85,Female,90.18,1.1397205588822354
47.14,Female,87.06,1.843211578221916
57.76,Male,82.51,1.2411828869227972
42.69,Male,82.57,1.3523071333414074
57.04,Male,126.55,0.9375740813907548
21.91,Female,106.53,0.773115554303952
51.84,Female,84.65,1.2024808033077377
34.84,Female,85.59,0.7597850216146746
28.03,Female,128.15,0.5279750292625829
48.79,Male,83.56,1.4573958831977023
31.95,Male,96.67,1.149477604220544
18.55,Male,94.72,1.2564400337837838
50.92,Female,109.33,0.6559041434190066
44.38,Male,93.98,1.265588423068738
35.02,Female,96.48,1.0899668325041458
50.89,Male,115.58,0.9592490050181692
29.99,Female,89.87,1.1192834093690889
45.13,Female,118.46,0.816140469356745
59.27,Male,88.4,1.3183257918552036
51.81,Male,104.72,1.036096256684492
39.17,Male,86.86,1.1450610177296798
18.12,Female,87.73,0.9466545081500056
45.19,Female,88.23,0.7786467188031282
22.17,Female,85.88,1.1715183977643224
24.62,Female,123.89,0.7367826297521995
56.65,Female,95.77,1.3703665030802967
51.94,Female,85.01,1.2904364192447948
51.82,Male,116.5,0.8001716738197425
38.9,Female,85.16,0.8971348050728042
45.85,Male,95.4,0.8266247379454926
20.12,Female,101.79,1.0323214461145496
43.94,Female,86.56,1.4190157116451017
43.22,Male,112.86,1.0173666489455964
56.33,Male,125.15,0.7697163403915301
20.73,Female,93.16,1.1048733361957923
55.63,Female,129.56,0.9126273541216424
42.99,Male,110.5,1.018552036199095
19.47,Female,85.74,1.1230464194075112
52.41,Female,85.58,1.011918672587053
36.31,Female,100.75,0.7832258064516129
21.02,Female,88.24,1.3557343608340888
30.36,Male,108.09,1.0958460542140809
27.96,Male,81.9,1.1778998778998775
36.72,Female,103.47,1.104571373344931
20.61,Female,102.24,0.7050078247261347
18.7,Female,110.64,0.5526934201012292
54.94,Male,128.5,0.6874708171206226
44.08,Male,82.59,1.8229809904346768
21.94,Male,108.01,1.0850847143782982
30.05,Female,108.28,1.0986331732545251
32.81,Male,102.79,1.127930732561533
42.56,Male,127.81,1.2934042719661998
42.61,Male,108.01,0.962596055920748
44.27,Female,125.12,0.8125799232736572
18.03,Male,87.87,0.9507226584727438
47.98,Female,84.38,1.1034605356719602
54.67,Male,80.07,1.499812663919071
50.19,Male,89.95,1.3555308504724848
57.48,Male,90.14,1.3966052806745064
50.02,Male,86.84,1.762436665131276
44.23,Female,90.16,1.423469387755102
55.95,Female,88.66,1.0
18.23,Male,92.63,1.2134297743711542
34.11,Male,111.27,0.8448818189988317
38.08,Female,81.46,1.011048367296833
45.24,Female,113.12,0.7430162659123054
42.99,Female,113.25,1.0091832229580575
47.98,Male,113.97,0.9918399578836536
48.1,Male,94.78,1.1956108883730745
35.91,Female,110.39,1.1072560920373222
42.83,Male,81.84,0.7572091886608016
55.85,Male,130.13,0.9056328287097518
54.08,Male,86.35,1.2458598726114651
42.09,Male,97.28,0.950657894736842
47.15,Male,82.53,1.1227432448806494
27.4,Female,89.13,1.3234601144395826
33.68,Female,102.18,0.912898806028577
41.94,Male,87.89,1.0415291842075325
55.15,Female,129.8,0.7747303543913713
39.6,Female,106.72,0.9212893553223388
55.75,Female,126.01,0.7590667407348624
48.12,Female,130.04,0.8321285758228237
42.73,Male,95.89,1.0543330899989571
27.51,Female,104.36,1.16998850134151
56.25,Female,124.98,0.7690030404864778
42.32,Male,86.63,1.6718226942167842
38.44,Male,81.41,1.0028252057486795
43.83,Male,94.23,1.2611694789345218
43.57,Male,94.51,1.2521426304094805
41.07,Female,100.81,1.1330225176073805
21.49,Female,106.73,0.7763515412723695
48.98,Female,81.76,0.961839530332681
32.3,Female,85.37,0.9278435047440552
21.9,Female,98.28,1.0595238095238095
59.07,Male,126.65,0.7482037110146071
27.16,Female,104.65,1.1626373626373625
32.21,Male,84.93,0.929118097256564
30.86,Female,86.25,1.3515362318840578
21.9,Male,110.95,1.1825146462370435
30.89,Female,86.72,1.352629151291513
56.05,Female,83.02,1.191399662731872
49.59,Female,90.36,1.3410801239486498
52.72,Male,125.11,0.5622252417872272
51.71,Female,85.73,1.1889653563513356
56.02,Female,88.62,1.0030467163168584
52.18,Female,84.7,1.2946871310507673
29.14,Male,87.25,0.7644699140401147
31.89,Female,89.16,1.5013458950201886
39.25,Male,101.97,1.1078748651564183
46.18,Female,88.7,1.0662908680947012
29.1,Female,84.59,2.045868305946329
22.9,Female,83.38,1.0578076277284725
23.07,Female,106.63,0.574416205570665
38.03,Male,88.4,1.9377828054298645
53.82,Female,86.13,1.3752467200743064
23.69,Male,87.84,0.7930327868852458
56.01,Female,129.74,0.9070448589486666
35.37,Male,101.09,1.011573845088535
21.91,Female,110.77,1.1853389907014535
39.01,Female,102.65,1.0966390647832438
34.32,Female,124.6,0.6562600321027288
41.99,Female,85.52,1.3171188026192704
20.21,Male,124.32,0.8998552123552125
47.87,Female,86.54,1.5984515830829675
51.54,Female,115.59,0.9576087896876893
18.22,Male,83.33,0.9401176047041884
29.04,Female,81.24,1.69165435745938
27.22,Male,104.47,1.160524552503111
43.75,Female,102.73,0.9992212596125768
39.1,Male,108.37,0.7896096705730368
26.99,Male,89.56,0.9213934792317998
45.09,Male,114.08,0.7365883590462833
56.36,Female,85.12,1.24953007518797
31.95,Female,102.82,0.870453219218051
29.1,Male,87.78,1.752107541581226
18.0,Female,126.26,0.9375099002059244
27.06,Female,88.67,0.9230855982857786
52.2,Male,82.62,1.0617283950617282
42.01,Male,97.65,0.9472606246799796
45.08,Female,85.29,1.2024856372376598
41.63,Female,87.81,1.0331397335155448
57.07,Male,97.08,1.3463123197362998
38.42,Male,93.91,0.8688105633052924
46.5,Female,86.4,1.8648148148148147
48.08,Male,80.42,0.9007709524993782
41.08,Female,94.49,1.5073552756905495
58.88,Male,87.08,0.9932246210381258
43.06,Female,110.48,1.0169261404779144
54.9,Male,119.61,0.6975169300225734
49.77,Female,87.41,1.1854478892575222
44.2,Female,89.12,1.4495062836624777
51.91,Male,84.92,1.5844324069712672
59.18,Male,122.94,0.5821538962095331
47.29,Female,88.25,1.4156373937677054
55.09,Female,85.96,1.1802000930665426
35.96,Male,84.05,1.165377751338489
56.91,Male,127.07,0.9335799165814118
52.85,Male,125.02,0.5632698768197089
54.26,Male,86.77,1.3744381698743806
23.88,Female,87.94,1.3655901751193995
27.18,Male,88.86,1.3232050416385326
19.9,Female,82.34,0.988826815642458
36.05,Male,85.16,0.928252700798497
40.07,Female,81.58,1.1744300073547438
23.05,Male,87.29,0.9338984992553556
23.86,Male,86.63,1.3790834583862404
32.91,Female,116.85,0.8089858793324776
34.79,Female,100.98,1.0111903347197464
41.23,Female,82.34,1.1300704396405148
48.66,Male,85.86,1.0720941066853016
34.41,Female,87.4,1.1284897025171623
53.83,Male,125.98,0.8168756945546912
19.5,Male,86.11,1.1273951921960284
28.52,Female,120.81,0.7163314295174241
26.9,Female,102.25,0.6307090464547677
56.0,Female,117.78,0.7023263712005434
57.31,Male,126.96,0.9417926906112162
31.91,Male,84.19,0.8737379736310726
25.13,Female,88.13,1.2766367865653014
55.8,Female,93.48,0.8747325631151047
52.66,Male,84.57,1.1816246896062437
28.06,Male,101.79,0.8367226643088712
36.16,Male,123.26,0.9901022229433716
57.08,Male,96.93,0.8512328484473332
35.52,Female,121.96,0.6803870121351263
42.82,Female,102.53,0.913976397152053
22.97,Female,107.11,1.137802259359537
18.0,Female,87.66,0.9427332877024868
31.99,Female,87.16,0.9994263423588804
43.95,Male,94.48,1.2605842506350549
40.38,Male,93.65,1.0991991457554724
56.07,Male,124.08,0.9648613797549968
41.04,Female,83.05,1.1289584587597834
23.03,Male,81.53,0.9457868269348706
21.99,Female,111.19,1.188686032916629
21.84,Male,117.01,0.8393299717972822
58.68,Male,88.77,1.1124253689309451
39.07,Male,127.52,0.7870138017565872
23.21,Male,83.77,0.8408738211770324
46.68,Female,127.9,0.760281469898358
42.6,Male,94.22,1.1136701337295691
34.47,Female,85.56,0.772674146797569
42.32,Female,88.0,1.0320454545454545
22.02,Female,101.51,0.9320264013397694
22.87,Male,106.65,0.581153305203938
53.54,Female,105.78,0.6470032142181886
28.96,Male,120.64,0.7030835543766578
51.87,Female,116.13,0.8042710755188152
49.54,Male,90.38,1.1432839123699934
45.33,Female,113.06,0.7473907659649743
48.82,Female,115.7,0.7719101123595505
37.58,Male,86.6,0.9811778290993072
18.41,Male,110.59,0.5483316755583687
40.95,Male,82.59,1.1301610364450905
26.19,Male,125.6,0.5257961783439491
35.93,Female,109.12,0.7918804985337243
31.92,Male,89.55,1.504075935231714
44.81,Male,89.22,1.2678771575879848
59.01,Male,88.93,1.1107612729112784
53.46,Female,84.74,1.1823223979230588
53.07,Male,105.39,0.6572729860518075
53.94,Male,115.77,1.0623650341193749
54.68,Male,92.54,0.981089258698941
56.03,Male,129.63,0.9169173802360564
29.35,Female,88.66,1.7420482743063388
45.43,Female,81.31,1.499077604230722
44.03,Male,102.97,1.0075750218510249
45.24,Female,88.58,0.7892300745089185
45.11,Male,88.19,0.789885474543599
19.18,Male,98.58,1.016839115439237
31.47,Female,85.81,1.3080060598997785
55.78,Female,128.77,0.5454686650617379
19.08,Female,94.94,1.2557404676637878
19.96,Female,117.37,0.7284655363380761
27.39,Male,88.69,0.928402300146578
58.98,Male,85.0,1.002470588235294
18.44,Male,82.64,1.3005808325266217
51.8,Male,84.46,1.0121951219512195
24.78,Female,81.31,0.9665477801008486
38.82,Male,102.62,1.0994932761644902
57.03,Female,82.62,1.2690631808278865
20.23,Female,121.12,1.0929656538969617
55.9,Female,125.39,0.7650530345322594
21.98,Female,98.85,1.0583712696004048
21.39,Male,96.59,0.8058805259343618
41.79,Male,89.5,1.0230167597765365
35.75,Male,121.53,0.6842754875339422
23.2,Female,82.0,0.948780487804878
28.65,Male,88.19,1.2865404240843632
30.08,Male,90.95,1.2321055525013744
56.12,Female,109.22,0.973539644753708
43.28,Male,102.29,1.0130022485091406
42.98,Female,108.18,0.9645036051026068
49.29,Male,85.2,1.079694835680751
49.9,Male,86.63,1.1875793604986726
22.95,Female,80.52,1.0881768504719325
52.75,Female,84.52,1.1851632749645056
33.86,Female,113.42,0.988273673073532
58.91,Female,86.56,1.010050831792976
29.93,Male,113.66,0.8134787964103466
47.1,Female,127.51,0.7706062269625912
58.46,Female,122.09,0.5820296502580063
22.96,Male,81.77,1.071175247645836
32.22,Male,108.03,1.4636674997685828
57.04,Male,95.85,1.3767344809598332
49.1,Female,88.87,0.816811072352875
19.23,Female,87.95,0.8965321205230243
53.89,Female,114.66,1.0903540903540905
50.73,Male,115.45,0.9562581203984408
30.03,Male,121.2,0.7913366336633663
21.14,Male,101.05,0.709747649678377
34.85,Male,97.09,1.0838397363271193
21.93,Female,101.77,0.902230519799548
25.15,Female,120.78,0.7351382679251532
40.06,Male,106.07,0.920807014235882
57.15,Female,121.67,0.6493794690556424
31.12,Male,86.73,1.297936123601983
24.94,Female,81.8,1.191442542787286
30.09,Male,90.3,1.1055370985603543
34.12,Female,101.82,0.9233942251031232
49.84,Female,80.85,1.0467532467532468
56.12,Male,82.39,1.2019662580410244
19.24,Female,87.85,0.8884462151394422
52.17,Female,116.13,0.7997933350555412
41.6,Male,88.01,1.0297693443926823
19.15,Female,87.67,0.8957454089198129
43.28,Female,102.5,0.911219512195122
46.79,Male,97.9,0.9662921348314606
44.91,Male,85.33,1.1985233798195245
28.14,Female,87.33,1.259590060689339
52.08,Male,86.5,0.9784971098265896
30.81,Female,80.11,1.5114217950318312
18.0,Male,82.15,1.3173463177115032
46.62,Male,86.07,1.8782386429650288
58.95,Male,85.17,1.007749207467418
57.91,Female,82.08,1.2319688109161795
56.13,Male,108.09,1.1097233786659266
35.92,Male,123.42,0.9884135472370766
30.31,Male,121.21,0.7946539064433628
37.87,Male,122.87,0.7608041018963132
35.16,Female,127.34,0.9348986964033296
21.18,Male,88.43,1.3506728485807982
26.0,Female,87.64,1.4371291647649476
41.76,Female,85.19,1.3188167625308134
55.89,Male,87.81,1.0074023459742625
57.03,Female,83.39,0.9448375104928648
55.14,Male,130.26,0.7722247812068173
38.99,Male,107.78,0.7978289107441083
19.32,Female,81.48,0.887211585665194
33.02,Female,102.39,1.126477195038578
39.26,Male,93.86,0.8560622203281483
35.29,Female,100.91,1.016153007630562
47.71,Female,84.29,1.1038082809348675
33.0,Male,82.16,0.939508276533593
29.95,Female,100.6,0.770178926441352
34.84,Female,97.11,1.080012357120791
29.11,Male,120.96,0.8311838624338626
